BOOK_NAME,BOOK_COMPANY,BOOK_INTRO,BOOK_RENT,BOOK_AUTHOR,BOOK_RELEASE,BOOK_IMAGE
(딸에게 필요한)일곱명의 심리학 친구,센추리원,"나이는 먹고 덩치는 커졌지만 아직 아무런 준비 없이 세상에 떠밀려 나온 ‘어른아이’들이 많은 시대다. 저자는 좌절과 상실감을 극복하는 강력한 힘을 가진 일곱 친구로 세상을 바라보는 프레임을 만들어주는 엄마, 진정한 독립, 좋아하는 일, 미모가 아닌 자신도 사랑할 줄 아는 스타일, 나와 감정을 공유할 수 있는 친구, 제대로 표현할 수 있는 나의 감정, 그리고 지금 그대로도 충분히 괜찮다고 말할 수 있는 나 자신을 소개하고 있다. 자라면서 충족되지 않는 결핍을 가진 여성이라면 이제라도 이러한 친구들과 사귀어 세상의 외로움과 비난에서도 나를 지켜주는 든든한 심리적 지원군을 만들어 보자.


§ 183.233-이74이",n,이정현,201606,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201606010124186590.bmp
평행 우주 속의 소녀,이새,"《평행 우주 속의 소녀》는 과학에 흥미와 재능을 가진 여자아이가 마주하게 될 현실을 먼저 파악함으로써 그들의 인생길에 나침반 역할을 하는 데 분명한 도움이 될 것이다. 또한 이미 사회가 보내는 부정적 메시지들 때문에 힘들어하는 아이에게도 이 책은 그 메시지들의 진위를 파악함으로써 이를 극복할 수 있음을 보여줄 것이다.


§ 337.2-폴292펴한",n,아일린 폴락,201606,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201606010123164540.bmp
관계수업,흐름출판,"『관계 수업』은 타인과의 관계가 불편해 속을 앓는 이들을 위해 ‘관계 회복 가이드’를 제시하는 책이다. 나와 생각이 다른 사람과 따뜻한 관계를 유지하는 건 쉽지 않다. 그러나 관계 회복의 열쇠는 상대방을 탓하고 지배하는 것이 아니라 자신의 마음을 되돌아보고 진심을 담아 상대방을 대하는 것이다. 이 책의 지침은 당신이 원하는 만큼 행복한 인간관계로 바꾸어가는 데 꼭 필요한 열쇠가 될 것이다.


§ 189.2-번77과차",n,데이비드 번즈,201605,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201605020936136880.bmp
나를 대단하다고 하지 마라,책세상,"이 책은 뇌성마비로 태어난 해릴린 루소가 자신과 세상의 편견을 극복하며 성장하는 삶의 이야기를 솔직하고 담백하게 담았다. 제멋대로 움직이는 신체장애로 끊임없이 부딪치는 현실과 장애인에 대한 사회적 문제들을 다루었다. 장애인이라는 현실을 부정하고 외면하기보다는 직접 부닥치면서 자신의 열망을 실현해나가는 과정을 유쾌하게 그리고 있다. 장애에 대한 사회적 편견을 되돌아보게 함과 동시에 장애인 스스로 인간다운 삶을 살기 위해 무엇이 필요한지 솔직하게 들려준다.


§ 338.3099-루55나허",n,해릴린 루소,201605,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201605020934457000.bmp
라플라스의 마녀,현대문학,"날씨를 정확히 예측하는 사람이 있다면 어떨까라는 아이디어에서 시작된 소설로, 오랫동안 인간이 꿈꿔온 ‘미래 예측’이라는 상상에 구체적인 과학적 근거로 리얼리티를 부여하여 불가해한 사건을 둘러싼 미스터리를 서스펜스 넘치게 그려냈다. 미스터리 소설계의 정점에 올라 있는 저자가 30년의 작가 생활, 또 다른 시작에서 자기 자신에게 도전한 이 작품을 통해 전작들의 자취를 되돌아보고 앞으로 저자가 펼쳐나갈 새로운 세계를 엿볼 수 있다.


§ 833.6-히12라양",n,히가시노 게이고,201605,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201605020932335070.bmp
(하루 5분 나를 성장시키는) 메모 습관의 힘,토네이도,"적자생존, 적는 자(메모하는 자)가 살아남는다. 저자의 경험에 따르면 책을 읽으면서 밑줄 친 부분을 노트에 옮겨 적고, 거기에 생각을 쓰기 시작하면서 책 읽기가 달라지기 시작했다고 한다. 또한 글로 구체화시키는 과정을 통해 ‘나’를 알게 된다고 한다. 메모라는 작은 습관이 어떻게 삶에 극적인 변화를 가져올 수 있는지 그 생생한 실례와 만나볼 수 있다.


§ 325.211-신74메",n,신정철,201605,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201605020931294780.bmp
창조의 탄생,북라이프,"‘사물 인터넷’의 창시자 케빈 애슈턴이 밝히는 세상을 바꾼 새로움의 본질『창조의 탄생』은 ‘창조’ 및 ‘창조성’의 본질을 탐구하는 책이다. 저자는 세상을 바꾼 ‘멋진 결과물’ 그 자체보다 혁신적이라고 불리는 그 기술을 선보이기까지 겪었던 그 ‘지난하고 고통스러운 과정’에 대해 이야기하며 신화적인 인물들과 그들의 창조, 발명 뒤에 숨겨진 이야기들을 들려준다. 훌륭하게 시작하는 것은 아무것도 없지만 훌륭한 모든 것은 ‘시작’ 에서 비롯된 결과다. 이 책은 시작하는 용기를 얻을 수 있도록 해준다.


§ 181.53-애56차이",n,케빈 애슈턴,201605,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201605020930106720.bmp
내 인생에 너만 없었다면,책담,"『꾸뻬 씨의 행복여행』의 작가 를로르와 정신과 전문의 크리스토프 앙드레가 만나 우리의 인생을 진단하고 따뜻한 지혜와 사려 깊은 처세술을 처방한 책이다. 를로르와 앙드레는 정신과 의자이자 심리치료사로서의 풍부한 임상 경험을 바탕으로, 우리 인생을 힘들게 하는 ‘힘든 성격’을 11가지로 구분하여 각 성격들의 구체적인 사례를 통해 각 성격 유형의 정의, 처방과 치료법, 각 성격 유형에 대처하는 법, 그리고 자신이 그러한 성격인지 아닌지를 알 수 있는 질문지를 제공한다.


§ 189.2-를295내최",n,프랑수아 를로르,201604,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201604011007235630.bmp
무엇이 탁월한 삶인가,마디,"이 책은 미국의 대표적인 형이상학자의 전복적 인생 지침. 행복에 이르는 탁월함을 명쾌하게 밝힌다. 자부심, 선(good)의 원래 의미는 유대-기독교 이래 현대사회에서 사라졌다. 모든 사람이 자부심을 가질 수 있고 타인에 대한 자비가 곧 선이라는 주장 등인데, 이로써 삶의 의미는 퇴색되었다. 고대 그리스 철학자들은 이에 대한 분명한 이해를 갖고 있었다. ‘자기 자신에 대한 정당한 사랑’만이 우리 삶의 목적이며 그 근거는 탁월함이다. 부와 명예의 과시는 자부심을 주지 못하며 관습과 종교에 맞춰 살며 안주하는 것은 ‘자발적 노예’의 삶이다.


§ 199.1-테68무공",n,리처드 테일러,201604,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201604011005547480.bmp
우주의 끝에서 철학하기,책세상,"이 책에서 저자는 오락용 혹은 B급으로 치부되는 영화들의 철학적 기반과 배경이 되는 이론을 설명한다. 유명한 대중영화들을 다루며 가볍게 철학이론을 도출하기 시작하여 점점 생각의 깊이를 더하도록 구성돼 있다. 난해하다는 이유로 철학을 부담스러워하는 독자에게는 SF영화를 매개로 한 흥미로운 철학입문서가 될 듯싶고, 영화팬으로서 영화가 내포하고 있는 철학사상을 이해하고 싶은 독자에게는 SF영화의 유익한 철학적 비평서가 될 것이다.


§ 688.09-롤293우신",n,마크 롤랜즈,201604,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201604011004555440.bmp
한양의 탄생,글항아리,"『한양의 탄생』은 중심 정부기구였던 의정부와 육조를 비롯해 인사권을 행사했던 비변사나 제례를 담당했던 봉상시, 천문 관측을 주 업무로 삼았던 관상감 등 한양 관청의 역할과 역사를 세밀하게 들여다본다. 또 그곳에 소속되어 일했던 공무원들의 조직도 및 품계 등을 통해 당시 사회상을 다루기도 한다. 이로써 이제껏 무심히 바라봤던 서울이, 세종로가 마법처럼 새로운 의미를 띠고 다가올 것이다.


§ 911.05-서66하",n,서울학연구소,201604,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201604011003413400.bmp
행복한 은퇴,이룸북,"『행복한 은퇴』는 은퇴와 은퇴를 맞이한 부부관계를 심리학적으로 설명해준다. 먼저 은퇴를 맞을 심리적 준비 과정에 대한 문제부터, 일이 없는 삶을 어떻게 받아들이고 대처할 것인지, 남은 삶의 목표를 무엇으로 정해야 하는지, 다른 두 사람이 함께 보내야 하는 시간에 대한 조언, 자식과 손주 그리고 친구와의 관계 정립 등이 바로 그것. 장마다 자가 진단 문항을 넣어 개인별로 배우자와 유의미한 토론을 하고 해결책을 찾을 수 있도록 돕는다.


§ 591.9-요14해노",n,세라 요게브,201604,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201604011002405340.bmp
책 공장 베네치아,책세상,"  16세기 베네치아는 상업적 인쇄, 출판, 서점이 생겨나 번영을 누린 책의 수도였다. 거대한 책 공장 베네치아는 특정 계층의 전유물이었던 지식을 대중에게 보급하고, 이탈리아 르네상스의 인문 정신을 전 유럽으로 확산시켰다. 한 권의 책을 세상 모든 이에게 읽히겠다는 생각을 최초로 했던 사람 마누치오와 그가 건설한 책세상의 모습, 오늘날 우리가 책에 대해 알고 있는 거의 모든 것이 시작된 책의 여명기이자 혁명기였던 르네상스 시대 출판의 역사, 근대 이행기 베네치아를 무대로 한 책과 지식의 생산 및 유통 그리고 문화와 지성의 풍경이 펼쳐진다.
§ 013.909-마195채김
 ",n,알레산드로마르초마뇨,201603,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201603021128137690.bmp
자연의 배신,부키,"자연적인 것을 추구하는 전혀 자연스럽지 않은 사람들의 생각과 행동에 의문을 던지는 데 그치지 않고 우리를 둘러싼 온화한 대자연의 이면을 수백 종의 다양한 동식물을 통해 생생하게 보여 준다. 특히 탐욕, 색욕, 나태, 탐식, 질투, 분노, 오만이라는 인간의 7가지 죄악을 자연에 투영해 자연의 욕망을 새로운 관점으로 해석했다. 이 책은 혹독한 자연이 우리를 어떻게 인간답게 만들었고, 우리가 보금자리라 부르는 이 경이로운 지구에 대한 인간의 책무는 무엇인지를 생각하게 하는 여정으로 안내할 것이다.


§ 491.51-리57자김",n,댄리스킨,201603,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201603021127047640.bmp
빅 브러더,알에이치코리아,"사회적이면서 지극히 개인적인 문제인 '비만'에 대해 말한다. 실제 작가의 오빠는 초고도 비만 환자로 비교적 이른 나이에 사망했다. 이 작품에서 작가의 오빠에 대한 회한이 짙게 느껴지는데, 그것은 3부 마지막 장에서 놀랄 만한 일종의 반전을 통해 더욱 직접적으로 드러난다. 가족 한 사람을 구하기 위해 어느 정도까지 희생해야 하는가, 사랑하는 사람을 그 자신으로부터 구해 내는 일이 과연 가능한가, 라는 날카로운 질문을 던지는 이 작품은 비틀거리는 가족을 바라보는 화자의 심리를 매우 섬세하고도 정교하게 묘사하고 있다.


§ 843.6-슈292비박",n,라이오넬슈라이버,201603,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201603021126071580.bmp
불평등을 넘어,글항아리,"경제성장의 압박과 세계화 속 경쟁 구도가 기승을 부리는 현 체제에서도, 불평등은 줄어들 수 있다. 작가는 이 책에서 평등이라는 이상이나 선험적 해법을 논하는 대신 역사적 자료와 경제모형 실험을 통해 가능한 변화들을 설명하고, 이를 기반으로 필요한 정책을 제안한다. 광범위한 분야에 걸친 이 정책들은 상호보완적인 동시에 각 사회에 맞게 선택할 수 있으며, 무엇보다 다양한 영감의 원천이 된다.


§ 321.81-앳878부장",n,앤서니앳킨슨,201603,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201603021125005550.bmp
누가 누구를 베꼈을까?,윌컴퍼니,"미켈란젤로는 젊은 시절 데생을 그릴 때 지오토의 벽화를 본보기로 삼았으며, 렘브란트는 제자들을 가르칠 때 다른 작품을 베껴 그리는 작업을 그림 공부의 중요한 기초로 놓았다. 따라서 작품들 사이의 유사성을 이야기하는 것이 그 작품들을 모욕하는 행위는 아닐 것이다. 누가 누구를 베꼈을까? 이는 기존 관념을 흔들어놓는 동시에 모든 가식을 벗어던지게 만드는 질문이다. 어떻게 보면 모두가 베끼고 베껴진다고 할 수 있을 것이다. 이 지속적인 재해석은 그 자체로 귀중하다. 마르지 않는 영감의 원천으로 작용하면서 창작을 이끌어내기 때문이다.


§ 650-라295누김",n,카롤린라로슈,201603,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201603021123577500.bmp
상냥하게 살기,양철북,"자급자족 생활을 위해 섬으로 이주한 작가가 초보 농사꾼으로 살며 겪은 웃기면서도 눈물 나는 갖가지 이야기들이 담겨 있다. 장애인이나 빈민층 어린이 같은 사회적 약자이거나 소수자, 소외받은 집단 사람들로부터 ‘상냥함’이라는 엄청난 힘을 발견한다. 행복은 무사안일하게 사는 것이 아니기에, 우리는 그 발견을 받아들여 생명은 모두 동등하다는 생명의 존엄성을 회복하고, 인간적인 배려를 습득해야 한다. 그럴 때만이 우리 삶이, 우리 사회가 더 나빠지지 않고 나은 방향으로 나아갈 수 있다고 이야기한다.


§ 834-하68사햇",n,하이타니 겐지로,201602,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201602020254403800.jpg
인비저블,민음인,"마취 전문의, UN 동시통역사, 초고층 빌딩의 구조공학자, 이들의 공통점은 무엇일까? 그들이 실수를 저지를 때, 조직은 대참사를 맞게 된다. 그러나 일을 완벽하게 해낼 때, 그들은 보이지 않는 존재로 남는다. 자기 영역에서 전문성을 발휘하며 만족스러운 경제적 보상을 받는 조용한 엘리트들. 저자는 모든 조직에서 없어서는 안 될 핵심 인력임에도 익명의 삶을 선택한 인비저블의 특성을 통해 이 시대 성공에 대한 재정의를 내린다.


§ 325.04-즈68이박",n,데이비드 즈와이그,201602,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201602020252499670.jpg
"의학, 인문으로 치유하다",한국문학사,"의학의 기본 개념과 의료 현장에서 빚어지는 여러 현상, 그리고 앞으로 나아가야 할 방향을 다른 분야의 학문과 연계하여 살펴본 이 책은 의학이 지닌 다양한 측면을 소개하면서, 의학이란 학문을 이해하는 방법과 그것이 나아가야 할 방향을 제시한다. 똑같은 병에 접근하는 방식이 나라마다 다른 이유, 의료보험제도가 다르게 시행되는 이유를 역사·문화·사회적인 근거를 들어 이해하기 쉽게 설명한다. 실험실 속에 갇혀 있는 의학이 아니라 인간 삶에 밀착된 의학이란 학문을 좀 더 가깝게 느끼도록 해준다.


§ 510-예44의",n,예병일,201602,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201602020250599630.jpg
